URLLength,DomainLength,IsDomainIP,TLDLegitimateProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,TLD_freq
437,36,0,0.5229071,3,2,0,0,0.0,289,0.661,118,0.27,0,0,0,22,0.05,0.4765905027502844
29,22,0,0.0038776,2,3,0,0,0.0,14,0.483,0,0.0,0,0,0,3,0.103,0.0022070711823228
23,16,0,0.0094423,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.0078701763090584
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
27,11,0,0.5229071,3,0,0,0,0.0,16,0.593,1,0.037,0,0,0,2,0.074,0.4765905027502844
22,15,0,0.0022172,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.0011933582555583
81,7,0,0.0129268,2,0,0,0,0.0,64,0.79,4,0.049,0,0,0,5,0.062,0.017955978339906
21,14,0,0.5229071,3,1,0,0,0.0,6,0.286,2,0.095,0,0,0,1,0.048,0.4765905027502844
30,23,0,0.0799628,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0791465991428351
26,20,0,0.0180132,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0.0162921204136975
23,16,0,0.0033282,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0054364098308767
22,15,0,0.0049832,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.0023952710505829
18,9,0,0.0017496,3,0,0,0,0.0,8,0.444,0,0.0,0,0,0,2,0.111,0.0062662001591144
22,8,0,2.47e-05,2,1,0,0,0.0,7,0.318,1,0.045,0,0,0,3,0.136,0.0003892315457197
19,12,0,0.0013635,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0011249219398273
39,30,0,0.5229071,3,1,0,0,0.0,19,0.487,8,0.205,0,0,0,4,0.103,0.4765905027502844
22,15,0,0.0023239,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.001488489867148
21,14,0,0.028555,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,0.0272718718187806
21,15,0,0.5229071,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0.4765905027502844
23,16,0,0.0016589,2,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.0021386348665919
23,17,0,0.5229071,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0.4765905027502844
27,20,0,0.012178,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0080626534470516
33,26,0,0.028555,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,0.0272718718187806
54,46,0,0.0009613,3,2,0,0,0.0,41,0.759,0,0.0,0,0,0,5,0.093,0.0100301975243162
19,12,0,0.0141483,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0079428898945225
27,20,0,0.0094423,2,3,0,0,0.0,12,0.444,0,0.0,0,0,0,3,0.111,0.0078701763090584
25,17,0,0.001502,3,1,0,0,0.0,14,0.56,0,0.0,0,0,0,3,0.12,0.0263693679050788
46,30,0,0.0002752,3,3,0,0,0.0,28,0.609,0,0.0,0,0,0,6,0.13,0.0099189885112534
35,23,0,0.0230451,2,2,0,0,0.0,18,0.514,0,0.0,0,0,0,5,0.143,0.0094784297287355
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
23,16,0,0.0180132,2,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.0162921204136975
20,14,0,0.5229071,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
24,17,0,0.0141483,2,0,0,0,0.0,16,0.667,0,0.0,0,0,0,1,0.042,0.0079428898945225
21,12,0,0.0010349,2,0,0,0,0.0,10,0.476,0,0.0,0,0,0,3,0.143,0.0015654807223453
31,25,0,0.5229071,3,2,0,0,0.0,18,0.581,0,0.0,0,0,0,2,0.065,0.4765905027502844
23,16,0,0.0033282,3,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.0054364098308767
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
23,10,0,0.0002752,3,0,0,0,0.0,12,0.522,2,0.087,0,0,0,2,0.087,0.0099189885112534
25,18,0,0.0799628,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0791465991428351
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
27,20,0,0.0012193,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0013088445383542
61,55,0,0.0384199,3,2,0,0,0.0,41,0.672,7,0.115,0,0,0,2,0.033,0.0303258424082739
33,24,0,0.5229071,3,1,0,0,0.0,20,0.606,2,0.061,0,0,0,3,0.091,0.4765905027502844
22,15,0,0.0009815,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0008468994071704
30,23,0,0.012178,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0080626534470516
27,20,0,0.028555,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.0272718718187806
23,15,0,0.0100856,2,1,0,0,0.0,13,0.565,0,0.0,0,0,0,2,0.087,0.0127077683772894
30,23,0,0.0017218,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,0.002117248517926
57,23,0,0.0059772,2,1,0,0,0.0,39,0.684,2,0.035,1,1,0,6,0.14,0.0231913564933231
46,37,0,0.0009613,3,2,0,0,0.0,25,0.543,7,0.152,0,0,0,6,0.13,0.0100301975243162
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
20,13,0,0.0129268,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.017955978339906
29,23,0,0.5229071,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
21,15,0,0.5229071,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0.4765905027502844
33,27,0,0.5229071,3,1,0,0,0.0,21,0.636,0,0.0,0,0,0,1,0.03,0.4765905027502844
26,19,0,0.0384199,3,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,0.0303258424082739
26,19,0,0.0045585,2,3,0,0,0.0,9,0.346,2,0.077,0,0,0,3,0.115,0.0047349375946345
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
76,28,0,0.001523,2,1,0,0,0.0,58,0.763,5,0.066,0,0,0,5,0.066,0.0023311120045852
29,22,0,0.0100856,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.0127077683772894
22,16,0,0.0059772,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0.0231913564933231
18,11,0,0.0799628,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0791465991428351
23,16,0,0.0082003,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0073825675594754
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,2,0.059,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
30,24,0,0.5229071,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
29,23,0,0.5229071,3,2,0,0,0.0,16,0.552,0,0.0,0,0,0,2,0.069,0.4765905027502844
56,47,0,0.0059772,2,2,0,0,0.0,23,0.411,17,0.304,0,0,0,8,0.143,0.0231913564933231
23,16,0,0.5229071,3,1,0,0,0.0,14,0.609,0,0.0,0,0,0,2,0.087,0.4765905027502844
24,18,0,0.0017496,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.0062662001591144
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
21,14,0,0.0799628,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0791465991428351
62,13,0,0.0230451,2,1,0,0,0.0,44,0.71,0,0.0,0,0,0,10,0.161,0.0094784297287355
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
54,37,0,0.0002752,3,3,0,0,0.0,35,0.648,0,0.0,0,0,0,7,0.13,0.0099189885112534
31,24,0,0.028555,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,0.0272718718187806
59,23,0,0.0326503,2,1,0,0,0.0,36,0.61,7,0.119,1,1,0,7,0.153,0.017049197156471
33,26,0,0.0326503,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,0.017049197156471
30,24,0,4.64e-05,2,2,0,0,0.0,17,0.567,0,0.0,0,0,0,2,0.067,0.0001668135195941
102,30,0,0.0384199,3,0,0,0,0.0,75,0.735,9,0.088,3,1,0,6,0.098,0.0303258424082739
37,29,0,0.0059772,2,1,0,0,0.0,23,0.622,2,0.054,0,0,0,4,0.108,0.0231913564933231
30,23,0,0.0384199,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0303258424082739
27,19,0,0.5229071,3,0,0,0,0.0,18,0.667,0,0.0,0,0,0,2,0.074,0.4765905027502844
30,24,0,0.0003306,4,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0.006257645619648
99,79,0,0.0129268,2,2,0,0,0.0,76,0.768,8,0.081,0,0,0,7,0.071,0.017955978339906
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
21,14,0,0.0100856,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,0.0127077683772894
38,13,0,0.0002752,3,0,0,0,0.0,23,0.605,2,0.053,0,0,0,6,0.158,0.0099189885112534
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
85,76,0,0.5229071,3,2,0,0,0.0,58,0.682,14,0.165,0,0,0,5,0.059,0.4765905027502844
22,15,0,0.0075051,4,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0066939271324328
28,21,0,0.0799628,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0791465991428351
28,13,0,0.5229071,3,0,0,0,0.0,17,0.607,0,0.0,0,0,0,3,0.107,0.4765905027502844
31,22,0,0.5229071,3,2,0,0,0.0,15,0.484,0,0.0,0,0,0,4,0.129,0.4765905027502844
35,28,0,0.5229071,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,0.4765905027502844
28,20,0,0.5229071,3,1,0,0,0.0,18,0.643,0,0.0,0,0,0,3,0.107,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
51,43,0,0.0010349,2,3,0,0,0.0,34,0.667,0,0.0,0,0,0,6,0.118,0.0015654807223453
38,31,0,0.5229071,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,0.4765905027502844
85,76,0,0.5229071,3,2,0,0,0.0,62,0.729,10,0.118,0,0,0,5,0.059,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
21,14,0,0.0064109,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0030154751618946
32,24,0,0.001502,3,1,0,0,0.0,20,0.625,2,0.062,0,0,0,2,0.062,0.0263693679050788
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
38,29,0,0.0009613,3,2,0,0,0.0,21,0.553,4,0.105,0,0,0,5,0.132,0.0100301975243162
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
24,17,0,0.0005524,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0007057495059753
28,21,0,0.0033282,3,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,0.0054364098308767
30,23,0,0.012178,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0080626534470516
75,21,0,0.5229071,3,0,0,0,0.0,59,0.787,0,0.0,0,0,0,8,0.107,0.4765905027502844
24,18,0,0.5229071,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.4765905027502844
97,25,0,0.5229071,3,1,0,0,0.0,63,0.649,0,0.0,3,2,0,13,0.186,0.4765905027502844
26,19,0,0.0799628,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0791465991428351
31,24,0,0.0799628,3,1,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,0.0791465991428351
29,22,0,0.0799628,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.0791465991428351
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
25,19,0,0.0003718,4,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0.001325953617287
35,29,0,0.5229071,3,3,0,0,0.0,21,0.6,0,0.0,0,0,0,3,0.086,0.4765905027502844
27,20,0,0.0033282,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0054364098308767
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
50,34,0,0.5229071,3,3,0,0,0.0,30,0.6,6,0.12,0,0,0,6,0.12,0.4765905027502844
54,47,0,0.0059772,2,2,0,0,0.0,15,0.278,24,0.444,0,0,0,7,0.13,0.0231913564933231
21,15,0,0.0001858,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0.0051455554890202
25,18,0,0.028555,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,0.0272718718187806
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
22,15,0,0.0230451,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.0094784297287355
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
21,14,0,0.0799628,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0791465991428351
27,20,0,0.028555,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.0272718718187806
28,21,0,0.5229071,3,1,0,0,0.0,14,0.5,1,0.036,0,0,0,1,0.036,0.4765905027502844
37,30,0,0.0002752,3,3,0,0,0.0,21,0.568,0,0.0,0,0,0,4,0.108,0.0099189885112534
34,27,0,0.0050842,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,0.0058940776923274
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.4765905027502844
23,16,0,0.0019696,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0011805264463587
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
47,39,0,0.0059772,2,1,0,0,0.0,35,0.745,0,0.0,0,0,0,4,0.085,0.0231913564933231
26,19,0,0.0001858,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0.0051455554890202
28,21,0,0.0009613,3,1,0,0,0.0,19,0.679,0,0.0,0,0,0,2,0.071,0.0100301975243162
21,14,0,0.0141483,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0079428898945225
23,16,0,0.0094423,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.0078701763090584
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
17,10,0,0.0022943,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,0.0014585489790157
46,38,0,0.5229071,3,1,0,0,0.0,16,0.348,20,0.435,0,0,0,2,0.043,0.4765905027502844
29,22,0,0.0384199,3,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.0303258424082739
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
19,13,0,0.0001858,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0.0051455554890202
21,13,0,0.5229071,3,0,0,0,0.0,12,0.571,0,0.0,0,0,0,2,0.095,0.4765905027502844
18,12,0,0.0002752,3,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0.0099189885112534
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
26,20,0,0.0075051,4,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0.0066939271324328
27,11,0,0.5229071,3,0,0,0,0.0,14,0.519,3,0.111,0,0,0,2,0.074,0.4765905027502844
22,16,0,0.0001245,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,9.409993413004612e-05
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
24,17,0,7.06e-05,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0002651907234574
27,20,0,0.5229071,3,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
25,18,0,0.0023239,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,0.001488489867148
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
113,74,0,0.0003306,4,2,0,0,0.0,88,0.779,11,0.097,0,0,0,6,0.053,0.006257645619648
33,24,0,0.5229071,3,1,0,0,0.0,20,0.606,2,0.061,0,0,0,3,0.091,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
18,11,0,0.5229071,3,0,0,0,0.0,10,0.556,0,0.0,0,0,0,1,0.056,0.4765905027502844
25,18,0,0.0045585,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0047349375946345
28,21,0,0.0075051,4,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0066939271324328
32,24,0,0.0001446,4,1,0,0,0.0,20,0.625,2,0.062,0,0,0,2,0.062,0.0020958621692601
345,15,0,0.0180132,2,0,0,0,0.0,222,0.643,57,0.165,8,2,0,34,0.128,0.0162921204136975
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
21,14,0,0.0011882,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,0.0015526489131457
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,1,0.042,0,0,0,1,0.042,0.4765905027502844
23,16,0,0.0038776,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0022070711823228
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
26,19,0,0.012178,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0080626534470516
166,15,0,0.5229071,3,1,0,0,0.0,120,0.723,21,0.127,3,1,0,13,0.102,0.4765905027502844
30,23,0,0.0022943,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0014585489790157
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
27,20,0,0.0799628,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0791465991428351
45,36,0,0.5229071,3,1,0,0,0.0,34,0.756,0,0.0,0,0,0,3,0.067,0.4765905027502844
22,15,0,0.0799628,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0791465991428351
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
31,24,0,0.028555,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,0.0272718718187806
23,16,0,0.0033218,2,2,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0.0042430515753184
34,25,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,5,0.147,0.4765905027502844
28,21,0,0.0001069,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,6.843631573094262e-05
25,18,0,9.07e-05,4,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,8.554539466367828e-05
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
24,17,0,0.0384199,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0303258424082739
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
32,26,0,0.5229071,3,1,0,0,0.0,20,0.625,0,0.0,0,0,0,1,0.031,0.4765905027502844
25,19,0,0.5229071,3,1,0,0,0.0,11,0.44,0,0.0,0,0,0,3,0.12,0.4765905027502844
35,27,0,0.5229071,3,1,0,0,0.0,25,0.714,0,0.0,0,0,0,2,0.057,0.4765905027502844
21,15,0,0.0036375,2,2,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0.0042986560818498
30,22,0,0.0017656,4,1,0,0,0.0,13,0.433,6,0.2,0,0,0,3,0.1,0.006304695586713
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
18,11,0,0.0101825,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0068650179217601
22,14,0,0.001502,3,1,0,0,0.0,9,0.409,2,0.091,0,0,0,3,0.136,0.0263693679050788
28,21,0,0.0799628,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0791465991428351
37,30,0,0.5229071,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,0.4765905027502844
42,34,0,0.5229071,3,1,0,0,0.0,31,0.738,0,0.0,0,0,0,3,0.071,0.4765905027502844
23,16,0,0.0799628,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0791465991428351
26,19,0,0.0014653,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,0.0034260930562803
24,17,0,0.0100856,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0127077683772894
43,36,0,0.0017218,2,1,0,0,0.0,30,0.698,0,0.0,0,0,0,1,0.023,0.002117248517926
25,18,0,0.5229071,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0.4765905027502844
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
25,18,0,0.0799628,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0791465991428351
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
26,19,0,0.0017218,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,0.002117248517926
46,30,0,0.0002752,3,3,0,0,0.0,28,0.609,0,0.0,0,0,0,6,0.13,0.0099189885112534
107,49,0,0.5229071,3,1,0,0,0.0,46,0.43,43,0.402,0,0,0,10,0.093,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.4765905027502844
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.4765905027502844
20,14,0,0.5229071,3,1,0,0,0.0,5,0.25,3,0.15,0,0,0,1,0.05,0.4765905027502844
27,20,0,0.0799628,3,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.0791465991428351
27,21,0,0.5229071,3,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0.4765905027502844
18,11,0,0.0115013,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.007793185453861
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
47,41,0,0.0003477,2,1,0,0,0.0,16,0.34,19,0.404,0,0,0,1,0.021,0.0015013216763475
47,18,0,0.5229071,3,0,0,0,0.0,33,0.702,0,0.0,0,0,0,6,0.128,0.4765905027502844
21,15,0,0.5229071,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0.4765905027502844
33,27,0,0.5229071,3,2,0,0,0.0,20,0.606,0,0.0,0,0,0,2,0.061,0.4765905027502844
29,22,0,0.5229071,3,0,0,0,0.0,20,0.69,0,0.0,0,0,0,2,0.069,0.4765905027502844
